936398265933,92
4468923,4
44145999193361,8
95577,46
9931939999237915,2
9536774141982,5
92396974442,3
27179668744,3
995185254999825,2
37993976919199,0
862176271,535
4799389999299,2
9,5264
2,77
5399619441691194,9
1295571999467939,2
58,796
9325949893234,68
223167231,9
94659342,4
277997989,4
41396949748,4
9919231,64
825863,2
2932,8527
44688,5
321787,844
4226892499929,9
93972791233944,38
81941949794969,6
47294976,73
826994,2
95667979985493,6
9293691139494697,2
3692598978,3
8723398,7
36369333572,9
296,322717
5973612795992561,8
768491929,8
9919953,97
4234971545,56
4,845
69,8447
8172177,1
66898559969,7
54726365473,8
38358,5
52179,839
866195498356,6
174922823327,91
6,88
956989317,6
2757195394894,97
66896,1
98639499617,924
929983892997,3
258192619957789,3
15471849478,5
9599947499997,6
83392679728,19
667129969514,3
691448473271,7
9934191872467995,6
39988186493,48
1949919186842259,4
866898449918,94
9619215296895195,1
9898795,7
37,6257
812338331867,28
1985,57
76942399959481,2
8398957185,9
1527339449389,3
46699444778,67
995866872,91
8,756
929,87
89837234413,96
589211,9
243698942999447,0
3492283,66
3744251,7
49939,3
95999339196595,1
91856,87
652835,3
2332558134,28
157623685612,28
8366628,4
21174585997,82
494144585,75
567793,1
988943,9
24989173116,73
3912998791859,77
233929,4
9758,6
476841,4
5179994492997,65
991,7744
3789199263914565,8
0,692
896537,48
952866974,4
99889979998,6
1616559449127,9
725156166,3
9722394281,197
5467429,55
3238835,3
9492999789798,5
67979997194952,5
71229699399944,6
987996486722,69
42917191371844999,7
691297669,74
888984,74
58745,59
5797929292399,75
3271182999749915,2
3795961637332192,9
4199851941769,87
57899985689,5
999493596999,6
1338,976
7958416,8
3792998932416,8
9159959329891273,6
561647997941,4
4368,67
37685179,926
79592,92
6779,355
2958,62148
96846667397,8
93899592,8
43328159123,8
8597131635599,734
94898596999115,6
9961,4673
262927366,6
46498549989,78
9778939969,87
81725839,83
8595453819,4
38925,6
75877394,647
4781517,3
2227242581499293,37
1193561955995969,5
192746178,9
3676841347,467
989997321953997,4
59935752936497,4
2838558914,8
745,97
295388116494,4
66,2929
99,7268
4578884,9
94721,553
99,6268
3959192899787,1
29563132786,9
39517,8
985929964891,86
4769,8
4699479999361,9
4999478799991,1
994699294943285,1
7672557,2
4695989422291,7
359,76244
8986949491397,4
9,18731
61585,9
9293747963717,92
98999426499,9
524799141751,5
73359259639939,8
54675,7
8315,1357
712199463,5
15626479,84
38953796191991293,5
8811599714,229
5981764561,83
757,852
949957429429,8
822599196689438,1
132941282264,89
79333839,93
98114451814169,4
28899217983196,6
75643,29
3,582
8929999461,19
999478613673,9
496458193969,9
99993893287,29
7827241,4
7499668981,6
9962996913534389,6
6457,334327
9372968793,4
6,2591
26677,8
55944929219564599,3
7428196737,58
48949645,64
711999998858,93
5341894292479,5
5161753221,2
7449149695269,4246
7395972999398,2
19127,95
7,873
6956251995598,37
951929993798622,1
9649592549619,69
989495993,2
216775815,6
5798315,1
7395,82
5385274728,84
3628619478,9
33985978254195,56
86,646
96245,37
8436,11758
45349946,925
93286199879,9
927853579989,6
387299579858,8
74648723,4
49,79
788348,5
9979146634,3
97695588791,8
43933784,58
2,475
93747,3
8476129659,55
99994229542,2
499,8157
9979539372,82
7766,469
4166232812,2
96624,5273
1837999388219,47
686992659,2
11941989899922,84
357489999,2
83266,91
44947,5
7886,7
6994925399398,3
93,79
56798899597,5
3877213,2
9884969539,73
688,84
82,9327
395541842857999,2
629991459495599,1
24367458,6
8889281948,5
95899999,66
87174812293,2192
7,557
4681,833
139841239637,56
7826815,4
2242624133,4
8998,1
959524386,9
883297,2
799799691949,1
84981683,94
69,529
77,51484
9493957245319995,1
6974789926,74
8994831,86
7452615876,267
5,664
19673712299967,185
149256,55
15486419974434,5
1,1268
754,58316
6239495489267,268
57148286399,2
61931723961186294,8
863492149515,3
25872192627189,6
3928289873,2
247158658229,64
89911267997,5
24546727772,9
82487642,59
2577389,3
23747559626,6
8299379829219,73
89729919784,74
491796924717359,38
22913996879,64
7998669,6
58916941923,29
8,695
1557646974,7
736815,67
83466,2853
9594394999292,7
7549349924799,85
96,668
38952867,2555
7,478
8913524351952572,7
495,87
73995862299,9
37673758,19
153242743137,82
839396246244,3
5956877,91
2,773
984379,3
3334837,3
56399935254988,91
4,753
14278918,2
975799539956951,4
348652258,96
5956174739,5
486597255,781
174939955959393,0
696796971798,4
3331922,7554
84829476,76
957532,317
3959,675
948,86
63169419529,6
99887541,65
46132289375,529
3,88
29324939199597,7
675567,1
99818575442,9
5,89
977299992957,6
663363,8
8,568
899522859999,64
9535462291357,4
66,8535
468859,4
99987999968,0
69476792439919,5
196634986935,76
938429,3
4,376
3392676,29
6462258,56
471937399859,69
916545534379,2
2637979,268
796353122924996513,9
357975387,165
129641,74
577888,7
1891,32855
9995539324993,8
3883794,7
229426952,7
25849595957,7
66759994,93
581754274,8
952341,84
391645999946,9
8,98
56486519988,86
74,588
165162635825,912
5557,85
51597414369797,9
28,395
5922191719892949,7
43715339394111975,74
79716816,3428
7869,75
3,98
3386,3586
269,87
155614157639,7
1546838,28
4669198157941289,7
29,2618
985649664,5
4746473468,248
4998961998,96
5977,159
949992496338995,3
61951234489124,9
12578856,96
61587922699,9
36969997299991,6
4938,92
628647542,8
99996797937851,6
681456465,64
9562395857399,73
29526965393,4
3587753995,9
682599,822
237543283,83
7619483,92
86551,766
57664,746
